Timestamp;Log Entry Type;Data
2172;1;3,2,40350,25990,641195,16532,62997,19304,69814
2182;1;3,1,-3232,28820,69903
2182;1;3,2,40339,25971,641232,16646,62838,19517,69854
2192;1;3,1,-3232,28820,69903
2192;1;3,2,40339,25971,641232,16646,62838,19517,69854
2202;1;3,1,-3232,28820,69903
2202;1;3,2,40339,25971,641232,16646,62838,19517,69854
2212;1;3,1,-3232,28820,69903
2212;1;3,2,40339,25971,641232,16646,62838,19517,69854
2222;1;3,1,-3232,28820,69903
2222;1;3,2,40339,25959,641242,326,63034,19347,69894
2232;1;3,1,-3232,28820,69903
2232;1;3,2,40339,25959,641242,326,63034,19347,69894
2242;1;3,1,-3232,28820,70003
2242;1;3,2,40339,25959,641242,326,63034,19347,69894
2252;1;3,1,-3232,28820,70003
2252;1;3,2,40339,25959,641242,326,63034,19347,69894
2262;1;3,1,-3232,28820,70003
2262;1;3,2,40324,25956,641253,368,62920,19367,69934
2272;1;3,1,-3232,28820,70003
2272;1;3,2,40324,25956,641253,368,62920,19367,69934
2282;1;3,1,-3232,28820,70003
2282;1;3,2,40324,25956,641253,368,62920,19367,69934
2292;1;3,1,-3232,28820,70003
2292;1;3,2,40324,25956,641253,368,62920,19367,69934
2302;1;3,1,-3232,28820,70003
2302;1;3,2,40321,25985,641266,232,63022,19512,69974
2312;1;3,1,-3232,28820,70003
2312;1;3,2,40321,25985,641266,232,63022,19512,69974
2322;1;3,1,-3232,28820,70003
2322;1;3,2,40321,25985,641266,232,63022,19512,69974
2332;1;3,1,-3232,28820,70003
2332;1;3,2,40321,25985,641266,232,63022,19512,69974
2342;1;3,1,-3232,28820,70103
2342;1;3,2,40352,25957,641296,16532,62953,19312,70014
2352;1;3,1,-3232,28820,70103
2352;1;3,2,40352,25957,641296,16532,62953,19312,70014
2362;1;3,1,-3232,28820,70103
2362;1;3,2,40352,25957,641296,16532,62953,19312,70014
2372;1;3,1,-3232,28820,70103
2372;1;3,2,40352,25957,641296,16532,62953,19312,70014
2382;1;3,1,-3232,28820,70103
2382;1;3,2,40338,25958,641353,325,62809,19417,70054
2392;1;3,1,-3232,28820,70103
