Log Entry,Timestamp,Time_s,Log Entry Type,World Position (z),Rocket Velocity (z),Rocket Acceleration (z)
12225,13870,13.87,ESTIMATOR_VAR,0.204,0.2,0.122
12236,13880,13.88,ESTIMATOR_VAR,0.209,0.203,0.117
12248,13890,13.89,ESTIMATOR_VAR,0.198,0.195,0.117
12259,13900,13.9,ESTIMATOR_VAR,0.195,0.193,0.124
12270,13910,13.91,ESTIMATOR_VAR,0.208,0.202,0.124
12281,13920,13.92,ESTIMATOR_VAR,0.212,0.205,0.124
12293,13930,13.93,ESTIMATOR_VAR,0.21,0.203,0.122
12304,13940,13.94,ESTIMATOR_VAR,0.207,0.201,0.122
12315,13950,13.95,ESTIMATOR_VAR,0.197,0.194,0.107
12326,13960,13.96,ESTIMATOR_VAR,0.202,0.197,0.105
12338,13970,13.97,ESTIMATOR_VAR,0.191,0.189,0.102
12349,13980,13.98,ESTIMATOR_VAR,0.179,0.181,0.1
12360,13990,13.99,ESTIMATOR_VAR,0.184,0.184,0.102
12374,14000,14.0,ESTIMATOR_VAR,0.18,0.181,0.105
12386,14010,14.01,ESTIMATOR_VAR,0.177,0.179,0.117
12397,14020,14.02,ESTIMATOR_VAR,0.176,0.178,0.126
12408,14030,14.03,ESTIMATOR_VAR,0.18,0.181,0.122
12419,14040,14.04,ESTIMATOR_VAR,0.185,0.184,0.121
12431,14050,14.05,ESTIMATOR_VAR,0.182,0.182,0.126
12442,14060,14.06,ESTIMATOR_VAR,0.185,0.184,0.124
12454,14070,14.07,ESTIMATOR_VAR,0.182,0.182,0.134
12465,14080,14.08,ESTIMATOR_VAR,0.186,0.185,0.127
12477,14090,14.09,ESTIMATOR_VAR,0.183,0.183,0.127
12488,14100,14.1,ESTIMATOR_VAR,0.18,0.181,0.121
12499,14110,14.11,ESTIMATOR_VAR,0.168,0.173,0.122
12510,14120,14.12,ESTIMATOR_VAR,0.18,0.181,0.122
12522,14130,14.13,ESTIMATOR_VAR,0.16,0.168,0.118
12533,14140,14.14,ESTIMATOR_VAR,0.173,0.176,0.116
12544,14150,14.15,ESTIMATOR_VAR,0.17,0.174,0.124
12555,14160,14.16,ESTIMATOR_VAR,0.175,0.178,0.119
12567,14170,14.17,ESTIMATOR_VAR,0.178,0.18,0.11
12578,14180,14.18,ESTIMATOR_VAR,0.183,0.183,0.118
12589,14190,14.19,ESTIMATOR_VAR,0.187,0.186,0.143
12600,14200,14.2,ESTIMATOR_VAR,0.202,0.196,0.158
12612,14210,14.21,ESTIMATOR_VAR,0.205,0.198,0.129
12623,14220,14.22,ESTIMATOR_VAR,0.2,0.195,0.121
12634,14230,14.23,ESTIMATOR_VAR,0.197,0.192,0.124
12645,14240,14.24,ESTIMATOR_VAR,0.202,0.196,0.124
12657,14250,14.25,ESTIMATOR_VAR,0.198,0.193,0.118
12668,14260,14.26,ESTIMATOR_VAR,0.195,0.191,0.118
12679,14270,14.27,ESTIMATOR_VAR,0.193,0.19,0.114
12690,14280,14.28,ESTIMATOR_VAR,0.182,0.182,0.124
12703,14290,14.29,ESTIMATOR_VAR,0.188,0.186,0.122
12714,14300,14.3,ESTIMATOR_VAR,0.184,0.183,0.118
12725,14310,14.31,ESTIMATOR_VAR,0.181,0.181,0.111
12736,14320,14.32,ESTIMATOR_VAR,0.178,0.179,0.111
12748,14330,14.33,ESTIMATOR_VAR,0.172,0.175,0.118
12759,14340,14.34,ESTIMATOR_VAR,0.176,0.178,0.119
12770,14350,14.35,ESTIMATOR_VAR,0.18,0.181,0.119
12781,14360,14.36,ESTIMATOR_VAR,0.178,0.179,0.129
12793,14370,14.37,ESTIMATOR_VAR,0.182,0.182,0.127
12804,14380,14.38,ESTIMATOR_VAR,0.193,0.189,0.122
12815,14390,14.39,ESTIMATOR_VAR,0.19,0.187,0.119
12826,14400,14.4,ESTIMATOR_VAR,0.201,0.194,0.132
12838,14410,14.41,ESTIMATOR_VAR,0.197,0.192,0.132
12849,14420,14.42,ESTIMATOR_VAR,0.201,0.195,0.121
12860,14430,14.43,ESTIMATOR_VAR,0.196,0.191,0.126
12871,14440,14.44,ESTIMATOR_VAR,0.198,0.193,0.132
12883,14450,14.45,ESTIMATOR_VAR,0.21,0.2,0.129
12894,14460,14.46,ESTIMATOR_VAR,0.197,0.191,0.126
12905,14470,14.47,ESTIMATOR_VAR,0.192,0.188,0.126
12916,14480,14.48,ESTIMATOR_VAR,0.187,0.185,0.126
12929,14490,14.49,ESTIMATOR_VAR,0.198,0.192,0.122
12943,14500,14.5,ESTIMATOR_VAR,0.201,0.195,0.129
12954,14510,14.51,ESTIMATOR_VAR,0.221,0.208,0.124
12965,14520,14.52,ESTIMATOR_VAR,0.223,0.209,0.122
12977,14530,14.53,ESTIMATOR_VAR,0.227,0.211,0.129
12988,14540,14.54,ESTIMATOR_VAR,0.222,0.208,0.124
12999,14550,14.55,ESTIMATOR_VAR,0.234,0.216,0.122
13010,14560,14.56,ESTIMATOR_VAR,0.23,0.213,0.122
13022,14570,14.57,ESTIMATOR_VAR,0.234,0.215,0.126
13033,14580,14.58,ESTIMATOR_VAR,0.238,0.218,0.122
13044,14590,14.59,ESTIMATOR_VAR,0.243,0.221,0.124
13055,14600,14.6,ESTIMATOR_VAR,0.246,0.223,0.121
13067,14610,14.61,ESTIMATOR_VAR,0.249,0.224,0.13
13078,14620,14.62,ESTIMATOR_VAR,0.237,0.216,0.129
13089,14630,14.63,ESTIMATOR_VAR,0.241,0.218,0.119
13100,14640,14.64,ESTIMATOR_VAR,0.245,0.221,0.132
13112,14650,14.65,ESTIMATOR_VAR,0.25,0.224,0.135
13123,14660,14.66,ESTIMATOR_VAR,0.246,0.222,0.122
13134,14670,14.67,ESTIMATOR_VAR,0.235,0.214,0.119
13145,14680,14.68,ESTIMATOR_VAR,0.238,0.215,0.121
13158,14690,14.69,ESTIMATOR_VAR,0.241,0.217,0.135
13169,14700,14.7,ESTIMATOR_VAR,0.243,0.219,0.118
13180,14710,14.71,ESTIMATOR_VAR,0.247,0.221,0.116
13191,14720,14.72,ESTIMATOR_VAR,0.253,0.224,0.124
13203,14730,14.73,ESTIMATOR_VAR,0.264,0.232,0.132
13214,14740,14.74,ESTIMATOR_VAR,0.261,0.229,0.129
13225,14750,14.75,ESTIMATOR_VAR,0.265,0.232,0.121
13236,14760,14.76,ESTIMATOR_VAR,0.268,0.234,0.129
13248,14770,14.77,ESTIMATOR_VAR,0.271,0.236,0.127
13259,14780,14.78,ESTIMATOR_VAR,0.268,0.233,0.129
13270,14790,14.79,ESTIMATOR_VAR,0.264,0.23,0.126
13281,14800,14.8,ESTIMATOR_VAR,0.267,0.232,0.126
13293,14810,14.81,ESTIMATOR_VAR,0.275,0.237,0.141
13304,14820,14.82,ESTIMATOR_VAR,0.284,0.243,0.148
13315,14830,14.83,ESTIMATOR_VAR,0.291,0.248,0.148
13326,14840,14.84,ESTIMATOR_VAR,0.295,0.25,0.13
13338,14850,14.85,ESTIMATOR_VAR,0.306,0.257,0.129
13349,14860,14.86,ESTIMATOR_VAR,0.3,0.252,0.129
13360,14870,14.87,ESTIMATOR_VAR,0.294,0.248,0.127
13371,14880,14.88,ESTIMATOR_VAR,0.296,0.249,0.13
13384,14890,14.89,ESTIMATOR_VAR,0.292,0.245,0.119
13395,14900,14.9,ESTIMATOR_VAR,0.295,0.247,0.134
13406,14910,14.91,ESTIMATOR_VAR,0.291,0.244,0.135
13417,14920,14.92,ESTIMATOR_VAR,0.285,0.24,0.127
13429,14930,14.93,ESTIMATOR_VAR,0.295,0.246,0.11
13440,14940,14.94,ESTIMATOR_VAR,0.296,0.247,0.146
13451,14950,14.95,ESTIMATOR_VAR,0.299,0.248,0.132
13462,14960,14.96,ESTIMATOR_VAR,0.301,0.249,0.116
13474,14970,14.97,ESTIMATOR_VAR,0.305,0.251,0.114
13485,14980,14.98,ESTIMATOR_VAR,0.3,0.247,0.143
13496,14990,14.99,ESTIMATOR_VAR,0.304,0.25,0.134
13510,15000,15.0,ESTIMATOR_VAR,0.298,0.246,0.129
13522,15010,15.01,ESTIMATOR_VAR,0.301,0.247,0.129
13533,15020,15.02,ESTIMATOR_VAR,0.303,0.248,0.138
13544,15030,15.03,ESTIMATOR_VAR,0.313,0.255,0.127
13555,15040,15.04,ESTIMATOR_VAR,0.324,0.262,0.122
13567,15050,15.05,ESTIMATOR_VAR,0.327,0.263,0.137
13578,15060,15.06,ESTIMATOR_VAR,0.329,0.264,0.122
13589,15070,15.07,ESTIMATOR_VAR,0.323,0.259,0.119
13600,15080,15.08,ESTIMATOR_VAR,0.317,0.255,0.121
13613,15090,15.09,ESTIMATOR_VAR,0.323,0.258,0.13
13624,15100,15.1,ESTIMATOR_VAR,0.317,0.254,0.122
13635,15110,15.11,ESTIMATOR_VAR,0.313,0.251,0.121
13646,15120,15.12,ESTIMATOR_VAR,0.315,0.251,0.126
13658,15130,15.13,ESTIMATOR_VAR,0.301,0.242,0.13
13669,15140,15.14,ESTIMATOR_VAR,0.311,0.248,0.119
13680,15150,15.15,ESTIMATOR_VAR,0.305,0.243,0.119
13691,15160,15.16,ESTIMATOR_VAR,0.3,0.239,0.129
13703,15170,15.17,ESTIMATOR_VAR,0.286,0.23,0.127
13714,15180,15.18,ESTIMATOR_VAR,0.28,0.226,0.121
13725,15190,15.19,ESTIMATOR_VAR,0.282,0.227,0.129
13736,15200,15.2,ESTIMATOR_VAR,0.285,0.228,0.121
13748,15210,15.21,ESTIMATOR_VAR,0.279,0.224,0.124
13759,15220,15.22,ESTIMATOR_VAR,0.281,0.225,0.127
13770,15230,15.23,ESTIMATOR_VAR,0.284,0.227,0.127
13781,15240,15.24,ESTIMATOR_VAR,0.287,0.228,0.124
13793,15250,15.25,ESTIMATOR_VAR,0.281,0.224,0.127
13804,15260,15.26,ESTIMATOR_VAR,0.276,0.221,0.124
13815,15270,15.27,ESTIMATOR_VAR,0.287,0.228,0.132
13826,15280,15.28,ESTIMATOR_VAR,0.281,0.223,0.116
13838,15290,15.29,ESTIMATOR_VAR,0.284,0.225,0.132
13849,15300,15.3,ESTIMATOR_VAR,0.286,0.226,0.116
13861,15310,15.31,ESTIMATOR_VAR,0.282,0.223,0.127
13872,15320,15.32,ESTIMATOR_VAR,0.278,0.22,0.124
13884,15330,15.33,ESTIMATOR_VAR,0.272,0.216,0.129
13895,15340,15.34,ESTIMATOR_VAR,0.275,0.218,0.118
13906,15350,15.35,ESTIMATOR_VAR,0.263,0.209,0.127
13917,15360,15.36,ESTIMATOR_VAR,0.258,0.206,0.121
13929,15370,15.37,ESTIMATOR_VAR,0.277,0.218,0.129
13940,15380,15.38,ESTIMATOR_VAR,0.263,0.209,0.127
13951,15390,15.39,ESTIMATOR_VAR,0.265,0.21,0.122
13962,15400,15.4,ESTIMATOR_VAR,0.275,0.217,0.126
13974,15410,15.41,ESTIMATOR_VAR,0.285,0.223,0.126
13985,15420,15.42,ESTIMATOR_VAR,0.288,0.225,0.126
13996,15430,15.43,ESTIMATOR_VAR,0.291,0.227,0.13
14007,15440,15.44,ESTIMATOR_VAR,0.293,0.228,0.13
14019,15450,15.45,ESTIMATOR_VAR,0.302,0.234,0.129
14030,15460,15.46,ESTIMATOR_VAR,0.304,0.235,0.126
14041,15470,15.47,ESTIMATOR_VAR,0.305,0.235,0.126
14052,15480,15.48,ESTIMATOR_VAR,0.292,0.226,0.119
14064,15490,15.49,ESTIMATOR_VAR,0.279,0.216,0.124
14078,15500,15.5,ESTIMATOR_VAR,0.273,0.213,0.129
14090,15510,15.51,ESTIMATOR_VAR,0.275,0.214,0.121
14101,15520,15.52,ESTIMATOR_VAR,0.27,0.21,0.119
14113,15530,15.53,ESTIMATOR_VAR,0.272,0.211,0.119
14124,15540,15.54,ESTIMATOR_VAR,0.282,0.218,0.122
14135,15550,15.55,ESTIMATOR_VAR,0.285,0.219,0.122
14146,15560,15.56,ESTIMATOR_VAR,0.279,0.215,0.126
14158,15570,15.57,ESTIMATOR_VAR,0.289,0.222,0.127
14169,15580,15.58,ESTIMATOR_VAR,0.283,0.218,0.124
14180,15590,15.59,ESTIMATOR_VAR,0.277,0.213,0.121
14191,15600,15.6,ESTIMATOR_VAR,0.265,0.205,0.122
14203,15610,15.61,ESTIMATOR_VAR,0.26,0.201,0.122
14214,15620,15.62,ESTIMATOR_VAR,0.245,0.191,0.119
14225,15630,15.63,ESTIMATOR_VAR,0.24,0.187,0.122
14236,15640,15.64,ESTIMATOR_VAR,0.251,0.195,0.13
14248,15650,15.65,ESTIMATOR_VAR,0.245,0.191,0.13
14259,15660,15.66,ESTIMATOR_VAR,0.24,0.187,0.126
14270,15670,15.67,ESTIMATOR_VAR,0.243,0.189,0.124
14281,15680,15.68,ESTIMATOR_VAR,0.245,0.191,0.137
14293,15690,15.69,ESTIMATOR_VAR,0.247,0.192,0.134
14304,15700,15.7,ESTIMATOR_VAR,0.25,0.194,0.126
14316,15710,15.71,ESTIMATOR_VAR,0.253,0.196,0.134
14327,15720,15.72,ESTIMATOR_VAR,0.263,0.203,0.14
14339,15730,15.73,ESTIMATOR_VAR,0.265,0.204,0.126
14350,15740,15.74,ESTIMATOR_VAR,0.268,0.206,0.121
14361,15750,15.75,ESTIMATOR_VAR,0.263,0.202,0.124
14372,15760,15.76,ESTIMATOR_VAR,0.248,0.192,0.122
14384,15770,15.77,ESTIMATOR_VAR,0.25,0.194,0.118
14395,15780,15.78,ESTIMATOR_VAR,0.252,0.195,0.122
14406,15790,15.79,ESTIMATOR_VAR,0.254,0.196,0.137
14417,15800,15.8,ESTIMATOR_VAR,0.256,0.197,0.121
14429,15810,15.81,ESTIMATOR_VAR,0.259,0.199,0.124
14440,15820,15.82,ESTIMATOR_VAR,0.261,0.201,0.119
14451,15830,15.83,ESTIMATOR_VAR,0.258,0.198,0.121
14462,15840,15.84,ESTIMATOR_VAR,0.266,0.204,0.122
14474,15850,15.85,ESTIMATOR_VAR,0.268,0.205,0.13
14485,15860,15.86,ESTIMATOR_VAR,0.27,0.206,0.126
14496,15870,15.87,ESTIMATOR_VAR,0.264,0.202,0.119
14507,15880,15.88,ESTIMATOR_VAR,0.275,0.209,0.118
14519,15890,15.89,ESTIMATOR_VAR,0.285,0.216,0.121
14530,15900,15.9,ESTIMATOR_VAR,0.279,0.212,0.119
14542,15910,15.91,ESTIMATOR_VAR,0.274,0.208,0.124
14553,15920,15.92,ESTIMATOR_VAR,0.275,0.208,0.124
14565,15930,15.93,ESTIMATOR_VAR,0.278,0.21,0.126
14576,15940,15.94,ESTIMATOR_VAR,0.272,0.206,0.13
14587,15950,15.95,ESTIMATOR_VAR,0.274,0.207,0.132
14598,15960,15.96,ESTIMATOR_VAR,0.26,0.198,0.129
14610,15970,15.97,ESTIMATOR_VAR,0.262,0.199,0.121
14621,15980,15.98,ESTIMATOR_VAR,0.249,0.19,0.121
14632,15990,15.99,ESTIMATOR_VAR,0.251,0.191,0.132
14646,16000,16.0,ESTIMATOR_VAR,0.253,0.193,0.134
14658,16010,16.01,ESTIMATOR_VAR,0.248,0.189,0.127
14669,16020,16.02,ESTIMATOR_VAR,0.258,0.196,0.122
14680,16030,16.03,ESTIMATOR_VAR,0.252,0.191,0.129
14691,16040,16.04,ESTIMATOR_VAR,0.246,0.187,0.138
14703,16050,16.05,ESTIMATOR_VAR,0.25,0.19,0.129
14714,16060,16.06,ESTIMATOR_VAR,0.237,0.181,0.119
14725,16070,16.07,ESTIMATOR_VAR,0.23,0.177,0.118
14736,16080,16.08,ESTIMATOR_VAR,0.232,0.178,0.124
14748,16090,16.09,ESTIMATOR_VAR,0.233,0.179,0.134
14759,16100,16.1,ESTIMATOR_VAR,0.24,0.184,0.15
14771,16110,16.11,ESTIMATOR_VAR,0.248,0.189,0.141
14782,16120,16.12,ESTIMATOR_VAR,0.251,0.191,0.127
14794,16130,16.13,ESTIMATOR_VAR,0.253,0.193,0.11
14805,16140,16.14,ESTIMATOR_VAR,0.241,0.184,0.112
14816,16150,16.15,ESTIMATOR_VAR,0.228,0.175,0.11
14827,16160,16.16,ESTIMATOR_VAR,0.222,0.171,0.105
14839,16170,16.17,ESTIMATOR_VAR,0.209,0.162,0.107
14850,16180,16.18,ESTIMATOR_VAR,0.22,0.17,0.121
14861,16190,16.19,ESTIMATOR_VAR,0.223,0.172,0.122
14872,16200,16.2,ESTIMATOR_VAR,0.233,0.179,0.116
14884,16210,16.21,ESTIMATOR_VAR,0.236,0.181,0.119
14895,16220,16.22,ESTIMATOR_VAR,0.238,0.182,0.118
14906,16230,16.23,ESTIMATOR_VAR,0.241,0.184,0.126
14917,16240,16.24,ESTIMATOR_VAR,0.244,0.186,0.121
14929,16250,16.25,ESTIMATOR_VAR,0.246,0.187,0.124
14940,16260,16.26,ESTIMATOR_VAR,0.256,0.194,0.135
14951,16270,16.27,ESTIMATOR_VAR,0.257,0.195,0.135
14962,16280,16.28,ESTIMATOR_VAR,0.259,0.196,0.132
14974,16290,16.29,ESTIMATOR_VAR,0.245,0.187,0.127
14985,16300,16.3,ESTIMATOR_VAR,0.24,0.183,0.132
14996,16310,16.31,ESTIMATOR_VAR,0.243,0.185,0.122
15007,16320,16.32,ESTIMATOR_VAR,0.237,0.181,0.129
15020,16330,16.33,ESTIMATOR_VAR,0.233,0.178,0.121
15031,16340,16.34,ESTIMATOR_VAR,0.234,0.179,0.121
15042,16350,16.35,ESTIMATOR_VAR,0.23,0.177,0.122
15053,16360,16.36,ESTIMATOR_VAR,0.239,0.183,0.124
15065,16370,16.37,ESTIMATOR_VAR,0.225,0.173,0.131
15076,16380,16.38,ESTIMATOR_VAR,0.22,0.17,0.138
15087,16390,16.39,ESTIMATOR_VAR,0.225,0.174,0.131
15098,16400,16.4,ESTIMATOR_VAR,0.228,0.176,0.124
15110,16410,16.41,ESTIMATOR_VAR,0.233,0.179,0.126
15121,16420,16.42,ESTIMATOR_VAR,0.236,0.181,0.121
15132,16430,16.43,ESTIMATOR_VAR,0.237,0.182,0.116
15143,16440,16.44,ESTIMATOR_VAR,0.232,0.178,0.121
15155,16450,16.45,ESTIMATOR_VAR,0.226,0.174,0.118
15166,16460,16.46,ESTIMATOR_VAR,0.221,0.171,0.108
15177,16470,16.47,ESTIMATOR_VAR,0.223,0.172,0.119
15188,16480,16.48,ESTIMATOR_VAR,0.218,0.169,0.119
15200,16490,16.49,ESTIMATOR_VAR,0.221,0.171,0.126
15214,16500,16.5,ESTIMATOR_VAR,0.224,0.173,0.118
15225,16510,16.51,ESTIMATOR_VAR,0.218,0.169,0.118
15236,16520,16.52,ESTIMATOR_VAR,0.209,0.163,0.103
15249,16530,16.53,ESTIMATOR_VAR,0.217,0.168,0.124
15260,16540,16.54,ESTIMATOR_VAR,0.204,0.159,0.132
15271,16550,16.55,ESTIMATOR_VAR,0.197,0.155,0.14
15282,16560,16.56,ESTIMATOR_VAR,0.2,0.157,0.13
15294,16570,16.57,ESTIMATOR_VAR,0.203,0.16,0.122
15305,16580,16.58,ESTIMATOR_VAR,0.205,0.161,0.122
15316,16590,16.59,ESTIMATOR_VAR,0.199,0.157,0.118
15327,16600,16.6,ESTIMATOR_VAR,0.194,0.154,0.114
15339,16610,16.61,ESTIMATOR_VAR,0.188,0.15,0.119
15350,16620,16.62,ESTIMATOR_VAR,0.183,0.147,0.122
15361,16630,16.63,ESTIMATOR_VAR,0.184,0.148,0.119
15372,16640,16.64,ESTIMATOR_VAR,0.17,0.138,0.135
15384,16650,16.65,ESTIMATOR_VAR,0.179,0.145,0.102
15395,16660,16.66,ESTIMATOR_VAR,0.172,0.141,0.138
15406,16670,16.67,ESTIMATOR_VAR,0.168,0.137,0.097
15417,16680,16.68,ESTIMATOR_VAR,0.162,0.134,0.14
15429,16690,16.69,ESTIMATOR_VAR,0.164,0.136,0.114
15440,16700,16.7,ESTIMATOR_VAR,0.167,0.138,0.138
15451,16710,16.71,ESTIMATOR_VAR,0.161,0.135,0.13
15462,16720,16.72,ESTIMATOR_VAR,0.165,0.138,0.134
15475,16730,16.73,ESTIMATOR_VAR,0.16,0.135,0.119
15486,16740,16.74,ESTIMATOR_VAR,0.163,0.137,0.122
15497,16750,16.75,ESTIMATOR_VAR,0.173,0.144,0.119
15508,16760,16.76,ESTIMATOR_VAR,0.168,0.141,0.121
15520,16770,16.77,ESTIMATOR_VAR,0.172,0.143,0.111
15531,16780,16.78,ESTIMATOR_VAR,0.175,0.146,0.108
15542,16790,16.79,ESTIMATOR_VAR,0.186,0.153,0.129
15553,16800,16.8,ESTIMATOR_VAR,0.188,0.155,0.129
15565,16810,16.81,ESTIMATOR_VAR,0.191,0.157,0.119
15576,16820,16.82,ESTIMATOR_VAR,0.193,0.159,0.129
15587,16830,16.83,ESTIMATOR_VAR,0.188,0.156,0.134
15598,16840,16.84,ESTIMATOR_VAR,0.182,0.152,0.13
15610,16850,16.85,ESTIMATOR_VAR,0.184,0.154,0.124
15621,16860,16.86,ESTIMATOR_VAR,0.186,0.155,0.116
15632,16870,16.87,ESTIMATOR_VAR,0.196,0.162,0.114
15643,16880,16.88,ESTIMATOR_VAR,0.189,0.157,0.122
15655,16890,16.89,ESTIMATOR_VAR,0.189,0.157,0.132
15666,16900,16.9,ESTIMATOR_VAR,0.191,0.159,0.13
15677,16910,16.91,ESTIMATOR_VAR,0.186,0.156,0.132
15688,16920,16.92,ESTIMATOR_VAR,0.197,0.164,0.124
15701,16930,16.93,ESTIMATOR_VAR,0.199,0.165,0.127
15712,16940,16.94,ESTIMATOR_VAR,0.21,0.173,0.129
15723,16950,16.95,ESTIMATOR_VAR,0.211,0.173,0.122
15734,16960,16.96,ESTIMATOR_VAR,0.204,0.169,0.13
15746,16970,16.97,ESTIMATOR_VAR,0.199,0.165,0.127
15757,16980,16.98,ESTIMATOR_VAR,0.192,0.161,0.129
15768,16990,16.99,ESTIMATOR_VAR,0.186,0.157,0.121
15782,17000,17.0,ESTIMATOR_VAR,0.195,0.164,0.124
15794,17010,17.01,ESTIMATOR_VAR,0.206,0.171,0.127
15805,17020,17.02,ESTIMATOR_VAR,0.201,0.168,0.124
15816,17030,17.03,ESTIMATOR_VAR,0.203,0.169,0.126
15827,17040,17.04,ESTIMATOR_VAR,0.206,0.171,0.126
15839,17050,17.05,ESTIMATOR_VAR,0.209,0.173,0.122
15850,17060,17.06,ESTIMATOR_VAR,0.21,0.174,0.126
15861,17070,17.07,ESTIMATOR_VAR,0.219,0.18,0.13
15872,17080,17.08,ESTIMATOR_VAR,0.222,0.182,0.124
15884,17090,17.09,ESTIMATOR_VAR,0.216,0.178,0.137
15895,17100,17.1,ESTIMATOR_VAR,0.216,0.178,0.13
15906,17110,17.11,ESTIMATOR_VAR,0.218,0.18,0.137
15917,17120,17.12,ESTIMATOR_VAR,0.221,0.182,0.134
15930,17130,17.13,ESTIMATOR_VAR,0.224,0.184,0.129
15941,17140,17.14,ESTIMATOR_VAR,0.224,0.184,0.124
15952,17150,17.15,ESTIMATOR_VAR,0.234,0.191,0.129
15963,17160,17.16,ESTIMATOR_VAR,0.244,0.197,0.124
15975,17170,17.17,ESTIMATOR_VAR,0.243,0.197,0.13
15986,17180,17.18,ESTIMATOR_VAR,0.238,0.194,0.124
15997,17190,17.19,ESTIMATOR_VAR,0.24,0.195,0.129
16008,17200,17.2,ESTIMATOR_VAR,0.24,0.195,0.121
16020,17210,17.21,ESTIMATOR_VAR,0.248,0.2,0.138
16031,17220,17.22,ESTIMATOR_VAR,0.239,0.194,0.116
16042,17230,17.23,ESTIMATOR_VAR,0.233,0.19,0.148
16053,17240,17.24,ESTIMATOR_VAR,0.235,0.191,0.11
16065,17250,17.25,ESTIMATOR_VAR,0.233,0.19,0.119
16076,17260,17.26,ESTIMATOR_VAR,0.233,0.19,0.135
16087,17270,17.27,ESTIMATOR_VAR,0.226,0.185,0.142
16098,17280,17.28,ESTIMATOR_VAR,0.235,0.191,0.114
16110,17290,17.29,ESTIMATOR_VAR,0.237,0.192,0.116
16121,17300,17.3,ESTIMATOR_VAR,0.244,0.197,0.126
16132,17310,17.31,ESTIMATOR_VAR,0.254,0.204,0.132
16143,17320,17.32,ESTIMATOR_VAR,0.256,0.205,0.121
16155,17330,17.33,ESTIMATOR_VAR,0.257,0.205,0.124
16166,17340,17.34,ESTIMATOR_VAR,0.263,0.21,0.134
16178,17350,17.35,ESTIMATOR_VAR,0.256,0.205,0.14
16189,17360,17.36,ESTIMATOR_VAR,0.264,0.21,0.141
16201,17370,17.37,ESTIMATOR_VAR,0.284,0.224,0.138
16212,17380,17.38,ESTIMATOR_VAR,0.292,0.229,0.148
16223,17390,17.39,ESTIMATOR_VAR,0.286,0.225,0.135
16234,17400,17.4,ESTIMATOR_VAR,0.278,0.219,0.119
16246,17410,17.41,ESTIMATOR_VAR,0.287,0.225,0.119
16257,17420,17.42,ESTIMATOR_VAR,0.287,0.224,0.13
16268,17430,17.43,ESTIMATOR_VAR,0.286,0.224,0.127
16279,17440,17.44,ESTIMATOR_VAR,0.278,0.218,0.121
16291,17450,17.45,ESTIMATOR_VAR,0.271,0.213,0.119
16302,17460,17.46,ESTIMATOR_VAR,0.256,0.202,0.113
16313,17470,17.47,ESTIMATOR_VAR,0.272,0.213,0.122
16324,17480,17.48,ESTIMATOR_VAR,0.271,0.212,0.124
16336,17490,17.49,ESTIMATOR_VAR,0.262,0.206,0.126
16350,17500,17.5,ESTIMATOR_VAR,0.263,0.207,0.126
16361,17510,17.51,ESTIMATOR_VAR,0.279,0.217,0.132
16372,17520,17.52,ESTIMATOR_VAR,0.278,0.216,0.127
16384,17530,17.53,ESTIMATOR_VAR,0.278,0.216,0.119
16395,17540,17.54,ESTIMATOR_VAR,0.288,0.222,0.118
16407,17550,17.55,ESTIMATOR_VAR,0.289,0.223,0.118
16418,17560,17.56,ESTIMATOR_VAR,0.291,0.224,0.126
16430,17570,17.57,ESTIMATOR_VAR,0.283,0.219,0.129
16441,17580,17.58,ESTIMATOR_VAR,0.289,0.223,0.121
16452,17590,17.59,ESTIMATOR_VAR,0.291,0.224,0.132
16463,17600,17.6,ESTIMATOR_VAR,0.292,0.224,0.127
16475,17610,17.61,ESTIMATOR_VAR,0.284,0.218,0.13
16486,17620,17.62,ESTIMATOR_VAR,0.276,0.213,0.121
16497,17630,17.63,ESTIMATOR_VAR,0.292,0.223,0.108
16508,17640,17.64,ESTIMATOR_VAR,0.294,0.224,0.127
16520,17650,17.65,ESTIMATOR_VAR,0.293,0.223,0.13
16531,17660,17.66,ESTIMATOR_VAR,0.286,0.218,0.13
16542,17670,17.67,ESTIMATOR_VAR,0.295,0.224,0.124
16553,17680,17.68,ESTIMATOR_VAR,0.294,0.223,0.119
16565,17690,17.69,ESTIMATOR_VAR,0.286,0.218,0.13
16576,17700,17.7,ESTIMATOR_VAR,0.277,0.211,0.143
16587,17710,17.71,ESTIMATOR_VAR,0.285,0.216,0.127
16598,17720,17.72,ESTIMATOR_VAR,0.283,0.215,0.126
16610,17730,17.73,ESTIMATOR_VAR,0.285,0.216,0.116
16621,17740,17.74,ESTIMATOR_VAR,0.292,0.22,0.124
16633,17750,17.75,ESTIMATOR_VAR,0.291,0.22,0.122
16644,17760,17.76,ESTIMATOR_VAR,0.275,0.209,0.122
16656,17770,17.77,ESTIMATOR_VAR,0.275,0.208,0.119
16667,17780,17.78,ESTIMATOR_VAR,0.274,0.207,0.121
16678,17790,17.79,ESTIMATOR_VAR,0.282,0.212,0.124
16689,17800,17.8,ESTIMATOR_VAR,0.289,0.217,0.121
16701,17810,17.81,ESTIMATOR_VAR,0.29,0.217,0.126
16712,17820,17.82,ESTIMATOR_VAR,0.28,0.21,0.119
16723,17830,17.83,ESTIMATOR_VAR,0.273,0.205,0.127
16734,17840,17.84,ESTIMATOR_VAR,0.273,0.206,0.129
