Log Entry,Timestamp,Log Entry Type,Data,Time_s
11601,13320,MOTOR,"0,0",13.32
11646,13360,MOTOR,"0,0",13.36
11691,13400,MOTOR,"0,0",13.4
11736,13440,MOTOR,"0,0",13.44
11782,13480,MOTOR,"0,0",13.48
11830,13520,MOTOR,"0,0",13.52
11875,13560,MOTOR,"0,0",13.56
11920,13600,MOTOR,"0,0",13.6
11965,13640,MOTOR,"0,0",13.64
12011,13680,MOTOR,"0,0",13.68
12056,13720,MOTOR,"0,0",13.72
12101,13760,MOTOR,"0,0",13.76
12146,13800,MOTOR,"0,0",13.8
12191,13840,MOTOR,"0,0",13.84
12237,13880,MOTOR,"0,0",13.88
12282,13920,MOTOR,"0,0",13.92
12327,13960,MOTOR,"0,0",13.96
12375,14000,MOTOR,"0,0",14.0
12420,14040,MOTOR,"0,0",14.04
12466,14080,MOTOR,"0,0",14.08
12511,14120,MOTOR,"0,0",14.12
12556,14160,MOTOR,"0,0",14.16
12601,14200,MOTOR,"0,0",14.2
12646,14240,MOTOR,"0,0",14.24
12692,14280,MOTOR,"0,0",14.28
12737,14320,MOTOR,"0,0",14.32
12782,14360,MOTOR,"0,0",14.36
12827,14400,MOTOR,"0,0",14.4
12872,14440,MOTOR,"0,0",14.44
12918,14480,MOTOR,"0,0",14.48
12966,14520,MOTOR,"0,0",14.52
13011,14560,MOTOR,"0,0",14.56
13056,14600,MOTOR,"0,0",14.6
13101,14640,MOTOR,"0,0",14.64
13147,14680,MOTOR,"0,0",14.68
13192,14720,MOTOR,"0,0",14.72
13237,14760,MOTOR,"0,0",14.76
13282,14800,MOTOR,"0,0",14.8
13327,14840,MOTOR,"0,0",14.84
13373,14880,MOTOR,"0,0",14.88
13418,14920,MOTOR,"0,0",14.92
13463,14960,MOTOR,"0,0",14.96
13511,15000,MOTOR,"0,0",15.0
13556,15040,MOTOR,"0,0",15.04
13602,15080,MOTOR,"0,0",15.08
13647,15120,MOTOR,"0,0",15.12
13692,15160,MOTOR,"0,0",15.16
13737,15200,MOTOR,"0,0",15.2
13782,15240,MOTOR,"0,0",15.24
13827,15280,MOTOR,"0,0",15.28
13873,15320,MOTOR,"0,0",15.32
13918,15360,MOTOR,"0,0",15.36
13963,15400,MOTOR,"0,0",15.4
14008,15440,MOTOR,"0,0",15.44
14053,15480,MOTOR,"0,0",15.48
14102,15521,MOTOR,"0,0",15.521
14147,15560,MOTOR,"0,0",15.56
14192,15600,MOTOR,"0,0",15.6
14237,15640,MOTOR,"0,0",15.64
14282,15680,MOTOR,"0,0",15.68
14328,15720,MOTOR,"0,0",15.72
14373,15760,MOTOR,"0,0",15.76
14418,15800,MOTOR,"0,0",15.8
14463,15840,MOTOR,"0,0",15.84
14508,15880,MOTOR,"0,0",15.88
14554,15920,MOTOR,"0,0",15.92
14599,15960,MOTOR,"0,0",15.96
14647,16000,MOTOR,"0,0",16.0
14692,16040,MOTOR,"0,0",16.04
14737,16080,MOTOR,"0,0",16.08
14783,16120,MOTOR,"0,0",16.12
14828,16160,MOTOR,"0,0",16.16
14873,16200,MOTOR,"0,0",16.2
