Log Entry,Timestamp,Time_s,Log Entry Type,Sensor Board ID,Sensor Type,Hour,Minute,Second,Latitude [deg],Latitude [decimal],Longitude [deg],Longitude [decimal],Satellite,Altitude,HDOP
387909,427001,427.001,SENSOR,1,GPS,0,0,0,0,0,0,0,0,0,0
387910,427001,427.001,SENSOR,2,GPS,18,20,49,47,4089050,8,5080767,12,551,90
387911,427001,427.001,SENSOR,3,GPS,0,0,0,0,0,0,0,0,0,0
388373,427501,427.501,SENSOR,1,GPS,0,0,0,0,0,0,0,0,0,0
388374,427501,427.501,SENSOR,2,GPS,18,20,49,47,4089050,8,5080767,12,551,90
388375,427501,427.501,SENSOR,3,GPS,0,0,0,0,0,0,0,0,0,0
388836,428001,428.001,SENSOR,1,GPS,0,0,0,0,0,0,0,0,0,0
388837,428001,428.001,SENSOR,2,GPS,18,20,50,47,4088917,8,5080684,12,550,86
388845,428001,428.001,SENSOR,3,GPS,0,0,0,0,0,0,0,0,0,0
389300,428501,428.501,SENSOR,1,GPS,0,0,0,0,0,0,0,0,0,0
389301,428501,428.501,SENSOR,2,GPS,18,20,51,47,4088784,8,5080617,12,550,90
389302,428501,428.501,SENSOR,3,GPS,0,0,0,0,0,0,0,0,0,0
389763,429001,429.001,SENSOR,1,GPS,0,0,0,0,0,0,0,0,0,0
389764,429001,429.001,SENSOR,2,GPS,18,20,51,47,4088784,8,5080617,12,550,90
389772,429001,429.001,SENSOR,3,GPS,0,0,0,0,0,0,0,0,0,0
390227,429501,429.501,SENSOR,1,GPS,0,0,0,0,0,0,0,0,0,0
390228,429501,429.501,SENSOR,2,GPS,18,20,52,47,4088650,8,5080566,12,549,91
390229,429501,429.501,SENSOR,3,GPS,0,0,0,0,0,0,0,0,0,0
390690,430001,430.001,SENSOR,1,GPS,0,0,0,0,0,0,0,0,0,0
390691,430001,430.001,SENSOR,2,GPS,18,20,52,47,4088650,8,5080566,12,549,91
390692,430001,430.001,SENSOR,3,GPS,0,0,0,0,0,0,0,0,0,0
391154,430501,430.501,SENSOR,1,GPS,0,0,0,0,0,0,0,0,0,0
391155,430501,430.501,SENSOR,2,GPS,18,20,53,47,4088500,8,5080500,12,549,91
391156,430501,430.501,SENSOR,3,GPS,0,0,0,0,0,0,0,0,0,0
391617,431001,431.001,SENSOR,1,GPS,0,0,0,0,0,0,0,0,0,0
391618,431001,431.001,SENSOR,2,GPS,18,20,53,47,4088500,8,5080500,12,549,91
391619,431001,431.001,SENSOR,3,GPS,0,0,0,0,0,0,0,0,0,0
392081,431501,431.501,SENSOR,1,GPS,0,0,0,0,0,0,0,0,0,0
392082,431501,431.501,SENSOR,2,GPS,18,20,53,47,4088500,8,5080500,12,549,91
392083,431501,431.501,SENSOR,3,GPS,0,0,0,0,0,0,0,0,0,0
392544,432001,432.001,SENSOR,1,GPS,0,0,0,0,0,0,0,0,0,0
392545,432001,432.001,SENSOR,2,GPS,18,20,54,47,4088350,8,5080418,12,548,91
392553,432001,432.001,SENSOR,3,GPS,0,0,0,0,0,0,0,0,0,0
393007,432501,432.501,SENSOR,1,GPS,0,0,0,0,0,0,0,0,0,0
393008,432501,432.501,SENSOR,2,GPS,18,20,55,47,4088216,8,5080350,12,548,91
393009,432501,432.501,SENSOR,3,GPS,0,0,0,0,0,0,0,0,0,0
393471,433001,433.001,SENSOR,1,GPS,0,0,0,0,0,0,0,0,0,0
393472,433001,433.001,SENSOR,2,GPS,18,20,55,47,4088216,8,5080350,12,548,91
393473,433001,433.001,SENSOR,3,GPS,0,0,0,0,0,0,0,0,0,0
393934,433501,433.501,SENSOR,1,GPS,0,0,0,0,0,0,0,0,0,0
393935,433501,433.501,SENSOR,2,GPS,18,20,56,47,4088067,8,5080283,12,548,130
393936,433501,433.501,SENSOR,3,GPS,0,0,0,0,0,0,0,0,0,0
394398,434001,434.001,SENSOR,1,GPS,0,0,0,0,0,0,0,0,0,0
394399,434001,434.001,SENSOR,2,GPS,18,20,56,47,4088067,8,5080283,12,548,130
394400,434001,434.001,SENSOR,3,GPS,0,0,0,0,0,0,0,0,0,0
394861,434501,434.501,SENSOR,1,GPS,0,0,0,0,0,0,0,0,0,0
394862,434501,434.501,SENSOR,2,GPS,18,20,56,47,4088067,8,5080283,12,548,130
394863,434501,434.501,SENSOR,3,GPS,0,0,0,0,0,0,0,0,0,0
395325,435001,435.001,SENSOR,1,GPS,0,0,0,0,0,0,0,0,0,0
395326,435001,435.001,SENSOR,2,GPS,18,20,57,47,4087917,8,5080201,12,547,110
395334,435001,435.001,SENSOR,3,GPS,0,0,0,0,0,0,0,0,0,0
395788,435501,435.501,SENSOR,1,GPS,0,0,0,0,0,0,0,0,0,0
395789,435501,435.501,SENSOR,2,GPS,18,20,58,47,4087817,8,5080167,12,546,90
395797,435501,435.501,SENSOR,3,GPS,0,0,0,0,0,0,0,0,0,0
396252,436001,436.001,SENSOR,1,GPS,0,0,0,0,0,0,0,0,0,0
396253,436001,436.001,SENSOR,2,GPS,18,20,58,47,4087817,8,5080167,12,546,90
396261,436001,436.001,SENSOR,3,GPS,0,0,0,0,0,0,0,0,0,0
396715,436501,436.501,SENSOR,1,GPS,0,0,0,0,0,0,0,0,0,0
396716,436501,436.501,SENSOR,2,GPS,18,20,59,47,4087718,8,5080116,12,545,95
396717,436501,436.501,SENSOR,3,GPS,0,0,0,0,0,0,0,0,0,0
397179,437001,437.001,SENSOR,1,GPS,0,0,0,0,0,0,0,0,0,0
397180,437001,437.001,SENSOR,2,GPS,18,20,59,47,4087718,8,5080116,12,545,95
397181,437001,437.001,SENSOR,3,GPS,0,0,0,0,0,0,0,0,0,0
397642,437501,437.501,SENSOR,1,GPS,0,0,0,0,0,0,0,0,0,0
397643,437501,437.501,SENSOR,2,GPS,18,21,0,47,4087633,8,5080083,12,543,90
397644,437501,437.501,SENSOR,3,GPS,0,0,0,0,0,0,0,0,0,0
398106,438001,438.001,SENSOR,1,GPS,0,0,0,0,0,0,0,0,0,0
398107,438001,438.001,SENSOR,2,GPS,18,21,0,47,4087633,8,5080083,12,543,90
398108,438001,438.001,SENSOR,3,GPS,0,0,0,0,0,0,0,0,0,0
398569,438501,438.501,SENSOR,1,GPS,0,0,0,0,0,0,0,0,0,0
398570,438501,438.501,SENSOR,2,GPS,18,21,0,47,4087633,8,5080083,12,543,90
398571,438501,438.501,SENSOR,3,GPS,0,0,0,0,0,0,0,0,0,0
399033,439001,439.001,SENSOR,1,GPS,0,0,0,0,0,0,0,0,0,0
399034,439001,439.001,SENSOR,2,GPS,18,21,1,47,4087517,8,5080017,12,542,90
399042,439001,439.001,SENSOR,3,GPS,0,0,0,0,0,0,0,0,0,0
399496,439501,439.501,SENSOR,1,GPS,0,0,0,0,0,0,0,0,0,0
399497,439501,439.501,SENSOR,2,GPS,18,21,2,47,4087400,8,5079950,12,541,95
399505,439501,439.501,SENSOR,3,GPS,0,0,0,0,0,0,0,0,0,0
399960,440001,440.001,SENSOR,1,GPS,0,0,0,0,0,0,0,0,0,0
399961,440001,440.001,SENSOR,2,GPS,18,21,2,47,4087400,8,5079950,12,541,95
399969,440001,440.001,SENSOR,3,GPS,0,0,0,0,0,0,0,0,0,0
400423,440501,440.501,SENSOR,1,GPS,0,0,0,0,0,0,0,0,0,0
400424,440501,440.501,SENSOR,2,GPS,18,21,3,47,4087267,8,5079883,12,541,96
400425,440501,440.501,SENSOR,3,GPS,0,0,0,0,0,0,0,0,0,0
400887,441001,441.001,SENSOR,1,GPS,0,0,0,0,0,0,0,0,0,0
400888,441001,441.001,SENSOR,2,GPS,18,21,3,47,4087267,8,5079883,12,541,96
400896,441001,441.001,SENSOR,3,GPS,0,0,0,0,0,0,0,0,0,0
401350,441501,441.501,SENSOR,1,GPS,0,0,0,0,0,0,0,0,0,0
401351,441501,441.501,SENSOR,2,GPS,18,21,3,47,4087267,8,5079883,12,541,96
401352,441501,441.501,SENSOR,3,GPS,0,0,0,0,0,0,0,0,0,0
401814,442001,442.001,SENSOR,1,GPS,0,0,0,0,0,0,0,0,0,0
401815,442001,442.001,SENSOR,2,GPS,18,21,3,47,4087267,8,5079883,12,541,96
401823,442001,442.001,SENSOR,3,GPS,0,0,0,0,0,0,0,0,0,0
402277,442501,442.501,SENSOR,1,GPS,0,0,0,0,0,0,0,0,0,0
402278,442501,442.501,SENSOR,2,GPS,18,21,5,47,4087001,8,5079700,12,540,86
402286,442501,442.501,SENSOR,3,GPS,0,0,0,0,0,0,0,0,0,0
402741,443001,443.001,SENSOR,1,GPS,0,0,0,0,0,0,0,0,0,0
402742,443001,443.001,SENSOR,2,GPS,18,21,5,47,4087001,8,5079700,12,540,86
402750,443001,443.001,SENSOR,3,GPS,0,0,0,0,0,0,0,0,0,0
403204,443501,443.501,SENSOR,1,GPS,0,0,0,0,0,0,0,0,0,0
403205,443501,443.501,SENSOR,2,GPS,18,21,6,47,4086884,8,5079617,12,540,86
403213,443501,443.501,SENSOR,3,GPS,0,0,0,0,0,0,0,0,0,0
403668,444001,444.001,SENSOR,1,GPS,0,0,0,0,0,0,0,0,0,0
403669,444001,444.001,SENSOR,2,GPS,18,21,6,47,4086884,8,5079617,12,540,86
403677,444001,444.001,SENSOR,3,GPS,0,0,0,0,0,0,0,0,0,0
404131,444501,444.501,SENSOR,1,GPS,0,0,0,0,0,0,0,0,0,0
404132,444501,444.501,SENSOR,2,GPS,18,21,7,47,4086766,8,5079550,12,539,86
404133,444501,444.501,SENSOR,3,GPS,0,0,0,0,0,0,0,0,0,0
404595,445001,445.001,SENSOR,1,GPS,0,0,0,0,0,0,0,0,0,0
404596,445001,445.001,SENSOR,2,GPS,18,21,7,47,4086766,8,5079550,12,539,86
404597,445001,445.001,SENSOR,3,GPS,0,0,0,0,0,0,0,0,0,0
405058,445501,445.501,SENSOR,1,GPS,0,0,0,0,0,0,0,0,0,0
405059,445501,445.501,SENSOR,2,GPS,18,21,7,47,4086766,8,5079550,12,539,86
405060,445501,445.501,SENSOR,3,GPS,0,0,0,0,0,0,0,0,0,0
405522,446001,446.001,SENSOR,1,GPS,0,0,0,0,0,0,0,0,0,0
405523,446001,446.001,SENSOR,2,GPS,18,21,8,47,4086634,8,5079434,12,539,91
405531,446001,446.001,SENSOR,3,GPS,0,0,0,0,0,0,0,0,0,0
405985,446501,446.501,SENSOR,1,GPS,0,0,0,0,0,0,0,0,0,0
405986,446501,446.501,SENSOR,2,GPS,18,21,9,47,4086501,8,5079366,12,539,102
405987,446501,446.501,SENSOR,3,GPS,0,0,0,0,0,0,0,0,0,0
406449,447001,447.001,SENSOR,1,GPS,0,0,0,0,0,0,0,0,0,0
406450,447001,447.001,SENSOR,2,GPS,18,21,9,47,4086501,8,5079366,12,539,102
406451,447001,447.001,SENSOR,3,GPS,0,0,0,0,0,0,0,0,0,0
406912,447501,447.501,SENSOR,1,GPS,0,0,0,0,0,0,0,0,0,0
406913,447501,447.501,SENSOR,2,GPS,18,21,10,47,4086384,8,5079283,12,538,83
406914,447501,447.501,SENSOR,3,GPS,0,0,0,0,0,0,0,0,0,0
407376,448001,448.001,SENSOR,1,GPS,0,0,0,0,0,0,0,0,0,0
407377,448001,448.001,SENSOR,2,GPS,18,21,10,47,4086384,8,5079283,12,538,83
407378,448001,448.001,SENSOR,3,GPS,0,0,0,0,0,0,0,0,0,0
407839,448501,448.501,SENSOR,1,GPS,0,0,0,0,0,0,0,0,0,0
407840,448501,448.501,SENSOR,2,GPS,18,21,10,47,4086384,8,5079283,12,538,83
407841,448501,448.501,SENSOR,3,GPS,0,0,0,0,0,0,0,0,0,0
408303,449001,449.001,SENSOR,1,GPS,0,0,0,0,0,0,0,0,0,0
408304,449001,449.001,SENSOR,2,GPS,18,21,11,47,4086284,8,5079217,12,538,98
408312,449001,449.001,SENSOR,3,GPS,0,0,0,0,0,0,0,0,0,0
408766,449501,449.501,SENSOR,1,GPS,0,0,0,0,0,0,0,0,0,0
408767,449501,449.501,SENSOR,2,GPS,18,21,12,47,4086183,8,5079167,12,537,86
408775,449501,449.501,SENSOR,3,GPS,0,0,0,0,0,0,0,0,0,0
409230,450001,450.001,SENSOR,1,GPS,0,0,0,0,0,0,0,0,0,0
409231,450001,450.001,SENSOR,2,GPS,18,21,12,47,4086183,8,5079167,12,537,86
409239,450001,450.001,SENSOR,3,GPS,0,0,0,0,0,0,0,0,0,0
409693,450501,450.501,SENSOR,1,GPS,0,0,0,0,0,0,0,0,0,0
409694,450501,450.501,SENSOR,2,GPS,18,21,13,47,4086051,8,5079117,12,537,113
409695,450501,450.501,SENSOR,3,GPS,0,0,0,0,0,0,0,0,0,0
410157,451001,451.001,SENSOR,1,GPS,0,0,0,0,0,0,0,0,0,0
410158,451001,451.001,SENSOR,2,GPS,18,21,13,47,4086051,8,5079117,12,537,113
410159,451001,451.001,SENSOR,3,GPS,0,0,0,0,0,0,0,0,0,0
410620,451501,451.501,SENSOR,1,GPS,0,0,0,0,0,0,0,0,0,0
410621,451501,451.501,SENSOR,2,GPS,18,21,13,47,4086051,8,5079117,12,537,113
410622,451501,451.501,SENSOR,3,GPS,0,0,0,0,0,0,0,0,0,0
411084,452001,452.001,SENSOR,1,GPS,0,0,0,0,0,0,0,0,0,0
411085,452001,452.001,SENSOR,2,GPS,18,21,14,47,4085884,8,5079133,12,536,91
411093,452001,452.001,SENSOR,3,GPS,0,0,0,0,0,0,0,0,0,0
411547,452501,452.501,SENSOR,1,GPS,0,0,0,0,0,0,0,0,0,0
411548,452501,452.501,SENSOR,2,GPS,18,21,15,47,4085784,8,5079134,12,535,125
411556,452501,452.501,SENSOR,3,GPS,0,0,0,0,0,0,0,0,0,0
412011,453001,453.001,SENSOR,1,GPS,0,0,0,0,0,0,0,0,0,0
412012,453001,453.001,SENSOR,2,GPS,18,21,15,47,4085784,8,5079134,12,535,125
412020,453001,453.001,SENSOR,3,GPS,0,0,0,0,0,0,0,0,0,0
412474,453501,453.501,SENSOR,1,GPS,0,0,0,0,0,0,0,0,0,0
412475,453501,453.501,SENSOR,2,GPS,18,21,16,47,4085651,8,5079100,12,535,120
412476,453501,453.501,SENSOR,3,GPS,0,0,0,0,0,0,0,0,0,0
412938,454001,454.001,SENSOR,1,GPS,0,0,0,0,0,0,0,0,0,0
412939,454001,454.001,SENSOR,2,GPS,18,21,16,47,4085651,8,5079100,12,535,120
412940,454001,454.001,SENSOR,3,GPS,0,0,0,0,0,0,0,0,0,0
413401,454501,454.501,SENSOR,1,GPS,0,0,0,0,0,0,0,0,0,0
413409,454501,454.501,SENSOR,2,GPS,18,21,16,47,4085651,8,5079100,12,535,120
413410,454506,454.506,SENSOR,3,GPS,0,0,0,0,0,0,0,0,0,0
413865,455001,455.001,SENSOR,1,GPS,0,0,0,0,0,0,0,0,0,0
413866,455001,455.001,SENSOR,2,GPS,18,21,17,47,4085534,8,5079067,12,534,105
413874,455001,455.001,SENSOR,3,GPS,0,0,0,0,0,0,0,0,0,0
414328,455501,455.501,SENSOR,1,GPS,0,0,0,0,0,0,0,0,0,0
414329,455501,455.501,SENSOR,2,GPS,18,21,18,47,4085434,8,5079051,12,533,120
414337,455501,455.501,SENSOR,3,GPS,0,0,0,0,0,0,0,0,0,0
414792,456001,456.001,SENSOR,1,GPS,0,0,0,0,0,0,0,0,0,0
414793,456001,456.001,SENSOR,2,GPS,18,21,18,47,4085434,8,5079051,12,533,120
414801,456001,456.001,SENSOR,3,GPS,0,0,0,0,0,0,0,0,0,0
415255,456501,456.501,SENSOR,1,GPS,0,0,0,0,0,0,0,0,0,0
415256,456501,456.501,SENSOR,2,GPS,18,21,19,47,4085334,8,5078950,12,532,131
415257,456501,456.501,SENSOR,3,GPS,0,0,0,0,0,0,0,0,0,0
415719,457001,457.001,SENSOR,1,GPS,0,0,0,0,0,0,0,0,0,0
415720,457001,457.001,SENSOR,2,GPS,18,21,19,47,4085334,8,5078950,12,532,131
415721,457001,457.001,SENSOR,3,GPS,0,0,0,0,0,0,0,0,0,0
416182,457501,457.501,SENSOR,1,GPS,0,0,0,0,0,0,0,0,0,0
416183,457501,457.501,SENSOR,2,GPS,18,21,19,47,4085334,8,5078950,12,532,131
416184,457501,457.501,SENSOR,3,GPS,0,0,0,0,0,0,0,0,0,0
416645,458001,458.001,SENSOR,1,GPS,0,0,0,0,0,0,0,0,0,0
416646,458001,458.001,SENSOR,2,GPS,18,21,19,47,4085334,8,5078950,12,532,131
416654,458001,458.001,SENSOR,3,GPS,0,0,0,0,0,0,0,0,0,0
417109,458501,458.501,SENSOR,1,GPS,0,0,0,0,0,0,0,0,0,0
417110,458501,458.501,SENSOR,2,GPS,18,21,21,47,4085067,8,5078750,12,532,132
417118,458501,458.501,SENSOR,3,GPS,0,0,0,0,0,0,0,0,0,0
417572,459001,459.001,SENSOR,1,GPS,0,0,0,0,0,0,0,0,0,0
417573,459001,459.001,SENSOR,2,GPS,18,21,21,47,4085067,8,5078750,12,532,132
417581,459001,459.001,SENSOR,3,GPS,0,0,0,0,0,0,0,0,0,0
418036,459501,459.501,SENSOR,1,GPS,0,0,0,0,0,0,0,0,0,0
418037,459501,459.501,SENSOR,2,GPS,18,21,22,47,4084934,8,5078700,12,532,147
418045,459501,459.501,SENSOR,3,GPS,0,0,0,0,0,0,0,0,0,0
418499,460001,460.001,SENSOR,1,GPS,0,0,0,0,0,0,0,0,0,0
418500,460001,460.001,SENSOR,2,GPS,18,21,22,47,4084934,8,5078700,12,532,147
418508,460001,460.001,SENSOR,3,GPS,0,0,0,0,0,0,0,0,0,0
418963,460501,460.501,SENSOR,1,GPS,0,0,0,0,0,0,0,0,0,0
418964,460501,460.501,SENSOR,2,GPS,18,21,23,47,4084816,8,5078617,12,531,107
418965,460501,460.501,SENSOR,3,GPS,0,0,0,0,0,0,0,0,0,0
419426,461001,461.001,SENSOR,1,GPS,0,0,0,0,0,0,0,0,0,0
419427,461001,461.001,SENSOR,2,GPS,18,21,23,47,4084816,8,5078617,12,531,107
419428,461001,461.001,SENSOR,3,GPS,0,0,0,0,0,0,0,0,0,0
419890,461501,461.501,SENSOR,1,GPS,0,0,0,0,0,0,0,0,0,0
419891,461501,461.501,SENSOR,2,GPS,18,21,23,47,4084816,8,5078617,12,531,107
419892,461501,461.501,SENSOR,3,GPS,0,0,0,0,0,0,0,0,0,0
420353,462001,462.001,SENSOR,1,GPS,0,0,0,0,0,0,0,0,0,0
420354,462001,462.001,SENSOR,2,GPS,18,21,24,47,4084700,8,5078550,12,531,107
420362,462001,462.001,SENSOR,3,GPS,0,0,0,0,0,0,0,0,0,0
420817,462501,462.501,SENSOR,1,GPS,0,0,0,0,0,0,0,0,0,0
420818,462501,462.501,SENSOR,2,GPS,18,21,25,47,4084566,8,5078467,12,530,111
420819,462501,462.501,SENSOR,3,GPS,0,0,0,0,0,0,0,0,0,0
421280,463001,463.001,SENSOR,1,GPS,0,0,0,0,0,0,0,0,0,0
421281,463001,463.001,SENSOR,2,GPS,18,21,25,47,4084566,8,5078467,12,530,111
421282,463001,463.001,SENSOR,3,GPS,0,0,0,0,0,0,0,0,0,0
421744,463501,463.501,SENSOR,1,GPS,0,0,0,0,0,0,0,0,0,0
421745,463501,463.501,SENSOR,2,GPS,18,21,26,47,4084450,8,5078383,12,530,96
421746,463501,463.501,SENSOR,3,GPS,0,0,0,0,0,0,0,0,0,0
422207,464001,464.001,SENSOR,1,GPS,0,0,0,0,0,0,0,0,0,0
422208,464001,464.001,SENSOR,2,GPS,18,21,26,47,4084450,8,5078383,12,530,96
422209,464001,464.001,SENSOR,3,GPS,0,0,0,0,0,0,0,0,0,0
422671,464501,464.501,SENSOR,1,GPS,0,0,0,0,0,0,0,0,0,0
422672,464501,464.501,SENSOR,2,GPS,18,21,26,47,4084450,8,5078383,12,530,96
422673,464501,464.501,SENSOR,3,GPS,0,0,0,0,0,0,0,0,0,0
423134,465001,465.001,SENSOR,1,GPS,0,0,0,0,0,0,0,0,0,0
423135,465001,465.001,SENSOR,2,GPS,18,21,27,47,4084334,8,5078284,12,530,147
423143,465001,465.001,SENSOR,3,GPS,0,0,0,0,0,0,0,0,0,0
423598,465501,465.501,SENSOR,1,GPS,0,0,0,0,0,0,0,0,0,0
423599,465501,465.501,SENSOR,2,GPS,18,21,28,47,4084250,8,5078250,12,530,98
423600,465501,465.501,SENSOR,3,GPS,0,0,0,0,0,0,0,0,0,0
424061,466001,466.001,SENSOR,1,GPS,0,0,0,0,0,0,0,0,0,0
424062,466001,466.001,SENSOR,2,GPS,18,21,28,47,4084250,8,5078250,12,530,98
424063,466001,466.001,SENSOR,3,GPS,0,0,0,0,0,0,0,0,0,0
424525,466501,466.501,SENSOR,1,GPS,0,0,0,0,0,0,0,0,0,0
424526,466501,466.501,SENSOR,2,GPS,18,21,29,47,4084084,8,5078133,12,530,114
424527,466501,466.501,SENSOR,3,GPS,0,0,0,0,0,0,0,0,0,0
424988,467001,467.001,SENSOR,1,GPS,0,0,0,0,0,0,0,0,0,0
424989,467001,467.001,SENSOR,2,GPS,18,21,29,47,4084084,8,5078133,12,530,114
424990,467001,467.001,SENSOR,3,GPS,0,0,0,0,0,0,0,0,0,0
425452,467501,467.501,SENSOR,1,GPS,0,0,0,0,0,0,0,0,0,0
425453,467501,467.501,SENSOR,2,GPS,18,21,29,47,4084084,8,5078133,12,530,114
425454,467501,467.501,SENSOR,3,GPS,0,0,0,0,0,0,0,0,0,0
425915,468001,468.001,SENSOR,1,GPS,0,0,0,0,0,0,0,0,0,0
425916,468001,468.001,SENSOR,2,GPS,18,21,30,47,4083967,8,5078066,12,530,108
425924,468001,468.001,SENSOR,3,GPS,0,0,0,0,0,0,0,0,0,0
426379,468501,468.501,SENSOR,1,GPS,0,0,0,0,0,0,0,0,0,0
426380,468501,468.501,SENSOR,2,GPS,18,21,31,47,4083850,8,5077951,12,530,100
426381,468501,468.501,SENSOR,3,GPS,0,0,0,0,0,0,0,0,0,0
426842,469001,469.001,SENSOR,1,GPS,0,0,0,0,0,0,0,0,0,0
426843,469001,469.001,SENSOR,2,GPS,18,21,31,47,4083850,8,5077951,12,530,100
426851,469001,469.001,SENSOR,3,GPS,0,0,0,0,0,0,0,0,0,0
427306,469501,469.501,SENSOR,1,GPS,0,0,0,0,0,0,0,0,0,0
427307,469501,469.501,SENSOR,2,GPS,18,21,32,47,4083733,8,5077833,12,530,102
427308,469501,469.501,SENSOR,3,GPS,0,0,0,0,0,0,0,0,0,0
427769,470001,470.001,SENSOR,1,GPS,0,0,0,0,0,0,0,0,0,0
427770,470001,470.001,SENSOR,2,GPS,18,21,32,47,4083733,8,5077833,12,530,102
427771,470001,470.001,SENSOR,3,GPS,0,0,0,0,0,0,0,0,0,0
428233,470501,470.501,SENSOR,1,GPS,0,0,0,0,0,0,0,0,0,0
428234,470501,470.501,SENSOR,2,GPS,18,21,32,47,4083733,8,5077833,12,530,102
428235,470501,470.501,SENSOR,3,GPS,0,0,0,0,0,0,0,0,0,0
428696,471001,471.001,SENSOR,1,GPS,0,0,0,0,0,0,0,0,0,0
428697,471001,471.001,SENSOR,2,GPS,18,21,33,47,4083583,8,5077701,12,529,131
428705,471001,471.001,SENSOR,3,GPS,0,0,0,0,0,0,0,0,0,0
429160,471501,471.501,SENSOR,1,GPS,0,0,0,0,0,0,0,0,0,0
429161,471501,471.501,SENSOR,2,GPS,18,21,34,47,4083466,8,5077617,12,529,106
429169,471501,471.501,SENSOR,3,GPS,0,0,0,0,0,0,0,0,0,0
429623,472001,472.001,SENSOR,1,GPS,0,0,0,0,0,0,0,0,0,0
429624,472001,472.001,SENSOR,2,GPS,18,21,34,47,4083466,8,5077617,12,529,106
429632,472001,472.001,SENSOR,3,GPS,0,0,0,0,0,0,0,0,0,0
430087,472501,472.501,SENSOR,1,GPS,0,0,0,0,0,0,0,0,0,0
430088,472501,472.501,SENSOR,2,GPS,18,21,35,47,4083317,8,5077500,12,530,102
430089,472501,472.501,SENSOR,3,GPS,0,0,0,0,0,0,0,0,0,0
430550,473001,473.001,SENSOR,1,GPS,0,0,0,0,0,0,0,0,0,0
430551,473001,473.001,SENSOR,2,GPS,18,21,35,47,4083317,8,5077500,12,530,102
430552,473001,473.001,SENSOR,3,GPS,0,0,0,0,0,0,0,0,0,0
431014,473501,473.501,SENSOR,1,GPS,0,0,0,0,0,0,0,0,0,0
431015,473501,473.501,SENSOR,2,GPS,18,21,36,47,4083167,8,5077384,12,530,102
431016,473501,473.501,SENSOR,3,GPS,0,0,0,0,0,0,0,0,0,0
431477,474001,474.001,SENSOR,1,GPS,0,0,0,0,0,0,0,0,0,0
431478,474001,474.001,SENSOR,2,GPS,18,21,36,47,4083167,8,5077384,12,530,102
431479,474001,474.001,SENSOR,3,GPS,0,0,0,0,0,0,0,0,0,0
431941,474501,474.501,SENSOR,1,GPS,0,0,0,0,0,0,0,0,0,0
431942,474501,474.501,SENSOR,2,GPS,18,21,36,47,4083167,8,5077384,12,530,102
431943,474501,474.501,SENSOR,3,GPS,0,0,0,0,0,0,0,0,0,0
432404,475001,475.001,SENSOR,1,GPS,0,0,0,0,0,0,0,0,0,0
432405,475001,475.001,SENSOR,2,GPS,18,21,37,47,4083017,8,5077267,12,530,95
432413,475001,475.001,SENSOR,3,GPS,0,0,0,0,0,0,0,0,0,0
432868,475501,475.501,SENSOR,1,GPS,0,0,0,0,0,0,0,0,0,0
432869,475501,475.501,SENSOR,2,GPS,18,21,38,47,4082868,8,5077217,12,530,94
432870,475501,475.501,SENSOR,3,GPS,0,0,0,0,0,0,0,0,0,0
433331,476001,476.001,SENSOR,1,GPS,0,0,0,0,0,0,0,0,0,0
433332,476001,476.001,SENSOR,2,GPS,18,21,38,47,4082868,8,5077217,12,530,94
433340,476001,476.001,SENSOR,3,GPS,0,0,0,0,0,0,0,0,0,0
433795,476501,476.501,SENSOR,1,GPS,0,0,0,0,0,0,0,0,0,0
433796,476501,476.501,SENSOR,2,GPS,18,21,39,47,4082700,8,5077183,12,531,91
433797,476501,476.501,SENSOR,3,GPS,0,0,0,0,0,0,0,0,0,0
434258,477001,477.001,SENSOR,1,GPS,0,0,0,0,0,0,0,0,0,0
434259,477001,477.001,SENSOR,2,GPS,18,21,39,47,4082700,8,5077183,12,531,91
434260,477001,477.001,SENSOR,3,GPS,0,0,0,0,0,0,0,0,0,0
434722,477501,477.501,SENSOR,1,GPS,0,0,0,0,0,0,0,0,0,0
434723,477501,477.501,SENSOR,2,GPS,18,21,39,47,4082700,8,5077183,12,531,91
434724,477501,477.501,SENSOR,3,GPS,0,0,0,0,0,0,0,0,0,0
435185,478001,478.001,SENSOR,1,GPS,0,0,0,0,0,0,0,0,0,0
435186,478001,478.001,SENSOR,2,GPS,18,21,40,47,4082517,8,5077134,12,532,89
435194,478001,478.001,SENSOR,3,GPS,0,0,0,0,0,0,0,0,0,0
435649,478501,478.501,SENSOR,1,GPS,0,0,0,0,0,0,0,0,0,0
435650,478501,478.501,SENSOR,2,GPS,18,21,41,47,4082367,8,5077151,12,532,99
435658,478501,478.501,SENSOR,3,GPS,0,0,0,0,0,0,0,0,0,0
436112,479001,479.001,SENSOR,1,GPS,0,0,0,0,0,0,0,0,0,0
436113,479001,479.001,SENSOR,2,GPS,18,21,41,47,4082367,8,5077151,12,532,99
436121,479001,479.001,SENSOR,3,GPS,0,0,0,0,0,0,0,0,0,0
436576,479501,479.501,SENSOR,1,GPS,0,0,0,0,0,0,0,0,0,0
436577,479501,479.501,SENSOR,2,GPS,18,21,42,47,4082217,8,5077184,12,532,99
436578,479501,479.501,SENSOR,3,GPS,0,0,0,0,0,0,0,0,0,0
437039,480001,480.001,SENSOR,1,GPS,0,0,0,0,0,0,0,0,0,0
437040,480001,480.001,SENSOR,2,GPS,18,21,42,47,4082217,8,5077184,12,532,99
